Year,Song,Artist,query_idx,official,topic,channel_artist_same,keywords,video_title,video_channel,video_url
2015,Don’t Wake Me Up,Super Junior,3,False,False,False,True,super junior-d&e (donghae & eunhyuk) - don't wake me up lyrics (hangul/romanization/english),wookiecookie,https://www.youtube.com/watch?v=pRyMPv7c_P4
2015,괜찮아요 (It’s Okay),BTOB,1,False,False,False,True,it's okay (괜찮아요) - btob (비투비) [han/rom/eng] color coded lyrics,akitama,https://www.youtube.com/watch?v=4nSOi9AXqXU
2015,Good Love,Super Junior,6,False,False,False,True,super junior (슈퍼주니어) – good day for a good day (color coded lyrics) [han/rom/eng],hyukshi,https://www.youtube.com/watch?v=z1A_ZfCr6Kk
2015,Love at First Sight,Super Junior,3,False,False,False,True,super junior t (슈퍼주니어 t) – 첫눈에 반했습니다 (love at first sight) (color coded lyrics) [han/rom/eng],teuktheduck,https://www.youtube.com/watch?v=PEM3ytSKmBY
2015,Simply Beautiful,Super Junior,1,False,False,False,True,super junior - simply beautiful lyrics (hangul/romanization/english),wookiecookie,https://www.youtube.com/watch?v=aEtPu0AEcow
2015,Lovesick,SHINee,2,False,False,False,True,shinee - love sick lyrics (color coded) [han/rom/eng],skyghtl,https://www.youtube.com/watch?v=gNNsbD-w1Go
2015,Stress,태연,0,False,False,False,True,taeyeon (태연) - stress (스트레스) (color coded han|rom|eng lyrics) | by yankat,yankat,https://www.youtube.com/watch?v=N2NLxGkr8kg
2015,잘나가서 그래 (Roll Deep) (feat. Jung Ilhoon),HyunA,7,False,False,False,True,hyuna 'roll deep' (feat. ilhoon of btob) (color coded han/rom/eng),woochoco,https://www.youtube.com/watch?v=_FI1_quL2ug
2015,Shining Diamond,세븐틴(SEVENTEEN),5,False,False,False,True,seventeen (세븐틴) - shining diamonds color coded han/rom/eng lyrics,1004taesthetic,https://www.youtube.com/watch?v=eX0_R-YrvTk
2015,Devil,Super Junior,1,False,False,False,True,super junior (슈퍼주니어) – devil (color coded lyrics) [han/rom/eng],hyukshi,https://www.youtube.com/watch?v=iYUwgBRvfe0
2015,먼저 말해줘 (Tell Me First),태연,7,False,False,False,True,taeyeon (태연) – farewell (먼저 말해줘) [color coded lyrics han.rom.eng],muafih,https://www.youtube.com/watch?v=xfa5Z1O0ni4
2015,I Caught Ya,Miss A,1,False,False,False,True,miss a - i caught ya [eng/rom/han] picture + color coded hd,jenirus,https://www.youtube.com/watch?v=ZWqW60q2Xj8
2015,Crazy (미쳐),4Minute,3,False,False,False,True,4minute crazy lyrics (포미닛 미쳐 가사) (color coded lyrics),jendukie,https://www.youtube.com/watch?v=wl04uTxI3eA
2015,View,SHINee,8,False,False,False,True,shinee (샤이니) - view (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=_-WqVz2ZDik
2015,Gotta Go To Work,비스트,4,False,False,False,True,gotta go to work (일하러 가야 돼) - beast (비스트)  [han/rom/eng] color coded lyrics,akitama,https://www.youtube.com/watch?v=1BhbmhWMwC0
2015,Suite Room,비스트,2,False,False,False,True,beast (비스트) - suite room (스위트 룸) (color coded lyrics han/rom/eng/가사),b2uty_light,https://www.youtube.com/watch?v=ikhVeKRsbBs
2015,Odd Eye,SHINee,3,False,False,False,True,shinee - odd eye [eng/rom/han] picture + color coded hd,jenirus,https://www.youtube.com/watch?v=IB-6E-iIqu4
2015,꿈사탕 (Dream Candy),April,8,False,False,False,True,[color coded/han/eng/rom] april - dream candy,fyeahkpopsongs,https://www.youtube.com/watch?v=_VLCPXxFCHk
2015,Knock Knock,April,0,False,False,False,True,[color coded/han/eng/rom] april - knock knock,fyeahkpopsongs,https://www.youtube.com/watch?v=wHsr05xfR5o
2015,You,A-JAX,4,False,False,False,True,a-jax (에이젝스) – 2myx (투마이엑스) [han|rom|eng] color coded lyrics,msrhansn,https://www.youtube.com/watch?v=4XtFm_UBTrs
2015,Hurry Hurry,April,5,False,False,False,True,"how would cute*zone sing ""hurry hurry (hurry hurry)"" by april (lyrics color coded)",ë (yo),https://www.youtube.com/watch?v=Dp5S_c6JBFw
2015,Hello Bitches,CL,5,False,False,False,True,cl - hello bitches (color coded han|rom|eng lyrics) | by yankat,yankat,https://www.youtube.com/watch?v=txKuI0xR0VA
2015,Snowman,April,7,False,False,False,True,april (에이프릴) - snowman 스노우맨 (colour coded lyrics) [han/rom/eng],tessigu,https://www.youtube.com/watch?v=VpBP33hJcyU
2015,쌍둥이자리 (Gemini),태연,2,False,False,False,True,taeyeon (태연) - gemini (쌍둥이자리) (color coded han|rom|eng lyrics) | by yankat,yankat,https://www.youtube.com/watch?v=utQnBezl8xk
2015,I'm Ready,CLC,0,False,False,False,True,elkie clc (莊錠欣) i'm ready - color coded lyrics [rom/eng],out of the box,https://www.youtube.com/watch?v=MCJ4T3u-arA
2015,첫사랑 (First Love),CLC,5,False,False,False,True,clc (씨엘씨) – '첫사랑 (first love)' color coded lyrics [han/rom/eng],cru3l tmo,https://www.youtube.com/watch?v=GYO3qKdAlww
2015,궁금해 (Like),CLC,4,False,False,False,True,clc (씨엘씨) – like (curious) (궁금해) lyrics (han|rom|eng|color coded) #tbs,kim jihye,https://www.youtube.com/watch?v=Cz3sgfULJK0
2015,Hey-Yo,CLC,1,False,False,False,True,clc (씨엘씨) hey-yo color coded lyrics (han/rom/eng),fairyoons,https://www.youtube.com/watch?v=q6FWgV27JLY
2015,티키타카 (Tika Taka),CLC,8,False,False,False,True,t-ara 'tiki taka' lyrics (티아라 티키타카 가사) (color coded lyrics han/rom/eng),sombre 솜브레,https://www.youtube.com/watch?v=AKGzoTBQaK0
2015,"Doctor Pepper (with Diplo, Riff Raff, and OG Maco)",CL,5,True,False,False,True,"cl feat.diplo,riff raff & og maco-doctor pepper(official audio)",lee chae-rin,https://www.youtube.com/watch?v=5JBKIiUaxE4
2015,YeY,비스트,2,False,False,False,True,beast (비스트) - yey (예이) (color coded lyrics han/rom/eng/가사),b2uty_light,https://www.youtube.com/watch?v=0u3gXsriNH8
2015,잡아줘 (Hold Me Tight),BTS,1,False,False,False,True,bts hold me tight lyrics (방탄소년단 잡아줘 가사) [color coded lyrics/han/rom/eng],lemoring,https://www.youtube.com/watch?v=CliT2SWd1A8
2015,Run,BTS,3,False,False,False,True,bts (방탄소년단) - run [color coded lyrics/han/rom/eng/가사],lemoring,https://www.youtube.com/watch?v=2WBwJD6hldA
2015,Butterfly,BTS,1,False,False,False,True,bts - butterfly (color coded lyrics eng/rom/han/가사),jaeguchi,https://www.youtube.com/watch?v=laE2mvwZN8w
2015,FOR YOU,BTS,1,False,False,False,True,"bts ""for you"" - color coded lyrics kan/rom/eng",h  .  c  .  s,https://www.youtube.com/watch?v=QRZp66nRHnI
2015,Yahae (with Kang Min-hee),Jimin (지민),1,False,True,False,True,yahae (야해) (feat.jimin (지민) (of aoa),kang min hee - topic,https://www.youtube.com/watch?v=oay7MblR9KI
2015,고엽 (Autumn Leaves),BTS,2,False,False,False,True,bts (방탄소년단) – dead leaves (고엽) 🍂 lyrics  [color coded han_rom_eng],• m i n a m o c h i •,https://www.youtube.com/watch?v=6bLTGKawFu4
2015,Rapunzel,러블리즈 (Lovelyz),1,False,False,False,True,lovelyz (러블리즈) 라푼젤 (rapunzel) color coded lyrics (han/rom/eng),fairyoons,https://www.youtube.com/watch?v=fPjJAW3M8iY
2015,Ah-Choo,러블리즈 (Lovelyz),3,False,False,False,True,lovelyz (러블리즈) ah-choo lyrics,xjww17,https://www.youtube.com/watch?v=ZUE2IX0CQ4g
2015,Sweet & Sour,러블리즈 (Lovelyz),1,False,False,False,True,lovelyz (러블리즈) 새콤달콤 (sweet & sour) color coded lyrics (han/rom/eng),fairyoons,https://www.youtube.com/watch?v=gnEBYkDTQmk
2015,Hug Me,러블리즈 (Lovelyz),1,False,False,False,True,"lovelyz ""hug me"" lyrics (color coded+hangul+rom)",puno autopop,https://www.youtube.com/watch?v=oD19bbBK3xg
2015,20,세븐틴(SEVENTEEN),2,False,False,False,True,seventeen (세븐틴) - 20 color coded han/rom/eng lyrics,1004taesthetic,https://www.youtube.com/watch?v=GN74-RmhaKo
2015,How To Be A Pretty Girl,러블리즈 (Lovelyz),2,False,False,False,True,"lovelyz ""how to be a pretty girl"" lyrics (color coded+hangul+rom)",puno autopop,https://www.youtube.com/watch?v=BKdNpe9ixCo
2015,Child in Time,Sunny Hill,4,False,False,False,True,써니힐 '교복을 벗고' 가사 (sunny hill 'child in time' lyrics/han/rom/eng),doremi k-lyrics,https://www.youtube.com/watch?v=ODxBfZVDNOA
2015,Melting (녹아),Miss A,1,False,False,False,True,miss a - melting (녹아) (color coded lyrics [han/rom/eng]),aloha figaro,https://www.youtube.com/watch?v=dPdaY5n2GfE
2015,Rock,세븐틴(SEVENTEEN),3,False,False,False,True,seventeen (세븐틴) - rock (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=rgz65CxDXGE
2015,Puss (with Iron),Jimin (지민),2,False,False,False,True,jimin (aoa) - puss feat. iron [eng/rom/han] picture + color coded hd,jenirus,https://www.youtube.com/watch?v=oLcXA0QHmHw
2015,Cruel Memories,Jung Yong Hwa (정용화),1,False,False,False,True,jung yong hwa (cnblue) ft. yoon do hyun - cruel memories (추억은 잔인하게…) [lyrics/eng.trans],tweetyteti w,https://www.youtube.com/watch?v=S_6_UWNk0lA
2015,Mansae (만세),세븐틴(SEVENTEEN),2,False,False,False,True,seventeen - mansae (만세) (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=FMYsOfpjUDk
2015,Fronting,세븐틴(SEVENTEEN),2,False,False,False,True,seventeen (세븐틴) - fronting (표정관리) color coded han/rom/eng lyrics,1004taesthetic,https://www.youtube.com/watch?v=jtftb1Jw4N4
2015,When I Grow Up,세븐틴(SEVENTEEN),1,False,False,False,True,seventeen (세븐틴) - when i grow up (어른이 되면) color coded han/rom/eng lyrics,1004taesthetic,https://www.youtube.com/watch?v=H-Nnfw7VU6A
2015,스물셋,아이유,2,False,False,False,True,아이유(iu) - 스물셋 [가사/lyrics],웅키,https://www.youtube.com/watch?v=_oP9tUiEZl8
2015,OMG,세븐틴(SEVENTEEN),1,False,False,False,True,seventeen (세븐틴)- omg lyrics (color coded han|rom|eng),infiredbyjams,https://www.youtube.com/watch?v=oMTgwqODycA
2015,Jam Jam,세븐틴(SEVENTEEN),2,False,False,False,True,seventeen (세븐틴) - jam jam color coded han/rom/eng lyrics,1004taesthetic,https://www.youtube.com/watch?v=Jh3ekuzw96g
2015,Adore U (아낀다),세븐틴(SEVENTEEN),2,False,False,False,True,seventeen (세븐틴) - adore u (아낀다) (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=ypHKMLBe7d0
2015,짠해 (You're Pitiful),Fiestar,6,False,False,False,True,fiestar (피에스타)  - you're pitiful (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=6JvwOp3yE4o
2015,Luv Again,UNIQ,1,False,False,False,True,uniq - luv again (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=GF1uCETomho
2015,Hello,Fiestar,1,False,False,False,True,[color coded/han/eng/rom] fiestar - hello,fyeahkpopsongs,https://www.youtube.com/watch?v=hLsWWgkEi6s
2015,RISE AS GOD,TVXQ,1,False,False,True,True,rise...,tvxq!,https://www.youtube.com/watch?v=xe88X2AURn0
2015,Champagne,TVXQ,7,False,False,False,True,tvxq (sung by u-know) - champagne [rom|han|eng] lyrics,wendy wu,https://www.youtube.com/watch?v=Q9WbspYG9t8
2015,Luv Me x3,April,1,False,False,False,True,april (에이프릴) - luv me x3 [color coded/eng/han/rom],fyeahkpopsongs,https://www.youtube.com/watch?v=zuN-lYYOkV8
2015,Muah!,April,0,False,False,False,True,april - muah! [eng/rom/han] picture + color coded hd,jenirus,https://www.youtube.com/watch?v=NuqRWk7YTFo
2015,스릴러 (Thriller),April,1,False,False,False,True,[color coded/han/eng/rom] april - thriller,fyeahkpopsongs,https://www.youtube.com/watch?v=gWlOjVfxspI
2015,Best Friend,UNIQ,6,False,False,False,True,uniq - my dream (mba partners ost) [chi/pinyin/eng lyrics],mandopop mango,https://www.youtube.com/watch?v=O-dsFXXlsKg
2015,Listen to Me,UNIQ,2,False,False,False,True,uniq - listen to me [colour coded lyrics],sadia,https://www.youtube.com/watch?v=YyYFnQBVOIQ
2015,유리성 (Glass Castle),April,1,False,False,False,True,april (에이프릴)– glass castle (유리성) lyrics (han | rom | eng | color coded),kim jihye,https://www.youtube.com/watch?v=14tL-X8VhYY
2015,"우리 (우리가 있던 시간) (With Time, Us)",Go Woori,0,False,False,False,True,day6 - time of our life (한 페이지가 될 수 있게) (color coded lyrics eng/rom/han/가사),jaeguchi,https://www.youtube.com/watch?v=_pKSVstK1jc
2015,Without You,Jung Yong Hwa (정용화),4,False,False,False,True,jung yong hwa (cnblue) - without you (니가 없어도) [lyrics/eng.trans],tweetyteti w,https://www.youtube.com/watch?v=CoEmtEjwnTo
2015,"You,My Star",Jung Yong Hwa (정용화),4,False,False,False,True,"[lyrics] jung yong hwa - star, you (별, 그대) - han/rom/eng",nyeongcat,https://www.youtube.com/watch?v=1uD0W-Ehnhg
2015,느낌 (Feeling),April,0,False,False,False,True,april (에이프릴) - feeling (느낌) extraordinary you ost part 1 (han/rom/eng/color coded/lyrics/가사),bingsoosh,https://www.youtube.com/watch?v=OZ5ZMrrj25E
2015,Outro: House of Cards,BTS,2,False,False,False,True,bts - 'house of cards' (full length edition) lyrics [color coded han_rom_eng],• m i n a m o c h i •,https://www.youtube.com/watch?v=OKdDc119Lzk
2015,Checkmate (feat. JJ Lin),Jung Yong Hwa (정용화),4,False,False,False,True,jung yong hwa (cnblue) ft. jj lin - checkmate [lyrics/english translation],tweetyteti w,https://www.youtube.com/watch?v=d3ar6dQhwAs
2015,Rise as One,TVXQ,2,False,False,False,True,【韓中字】 tvxq 동방신기 _ rise as one (sung by max) (lyrics with hangul),kly kallery,https://www.youtube.com/watch?v=zPpvBquMsZw
2015,Shooting Star,러블리즈 (Lovelyz),1,False,False,False,True,lovelyz - shooting star (작별하나) lyrics,xjww17,https://www.youtube.com/watch?v=kEPtjry8S94
2015,Joke (농담),RM,0,False,False,False,True,bts rm - joke (농담) (color coded lyrics/han/rom/eng),ryuminies,https://www.youtube.com/watch?v=blnA4l_f6xw
2015,Awakening (각성),RM,1,False,False,False,True,bts rm - awakening (각성 (覺醒)) (color coded lyrics/han/rom/eng),ryuminies,https://www.youtube.com/watch?v=eH3o9SXLd5c
2015,Welcome to the Lovelyz8,러블리즈 (Lovelyz),0,False,False,True,True,welcome to the lovelyz8 (welcome to the lovelyz8),lovelyz,https://www.youtube.com/watch?v=pd7n1WRGPJI
2015,Rush (feat. Krizz Kaliko),RM,0,False,False,False,True,bts rm - rush (feat. krizz kaliko) (color coded lyrics/han/rom/eng),ryuminies,https://www.youtube.com/watch?v=_93S66CCfGA
2015,Joyland,러블리즈 (Lovelyz),8,False,False,False,True,lovelyz (러블리즈) – joyland / amusement park (놀이공원) lyrics (han|rom|eng|color coded) #tbs,kim jihye,https://www.youtube.com/watch?v=ty7YY6lYuHw
2015,Throw Away (버려),RM,0,False,False,False,True,bts rm - throw away (버려) (color coded lyrics/han/rom/eng),ryuminies,https://www.youtube.com/watch?v=WtDDhUzRSFw
2015,Monster,RM,0,False,False,False,True,bts rm - monster (color coded lyrics/han/rom/eng),ryuminies,https://www.youtube.com/watch?v=7kRee_11ucs
2015,Tight,Fiestar,0,False,False,False,True,[color coded/han/eng/rom] fiestar - tight/so tight,fyeahkpopsongs,https://www.youtube.com/watch?v=5VOvuwoa4ak
2015,Ma City,BTS,0,False,False,False,True,bts - ma city (color coded lyrics eng/rom/han/가사),jaeguchi,https://www.youtube.com/watch?v=9_SnoNkGzUc
2015,Hi~,러블리즈 (Lovelyz),1,False,False,False,True,lovelyz - hi~ (안녕) (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=U-mLqpvduQ4
2015,Voice (목소리),RM,0,False,False,False,True,bts rm - voice (목소리) (color coded lyrics/han/rom/eng),ryuminies,https://www.youtube.com/watch?v=phznkIcoEVQ
2015,Whalien 52,BTS,1,False,False,False,True,bts (방탄소년단) – whalien 52 (color coded lyrics han|rom|eng),jendukie,https://www.youtube.com/watch?v=N6o-coKG67Y
2015,RedQueen(Feat.Zion.T),아이유,1,False,False,False,True,iu - red queen ft. zion.t [eng/rom/han] picture + color coded hd,jenirus,https://www.youtube.com/watch?v=fLfmJeetwl8
2015,Do You,RM,3,False,False,False,True,bts rm - do you (color coded lyrics/han/rom/eng),ryuminies,https://www.youtube.com/watch?v=sH9Ml0eeU-8
2015,리듬 타,iKON,2,False,False,True,True,ikon - '리듬 타(rhythm ta)' 1004 sbs inkigayo : '취향저격(my type)' no.1 of the week,ikon,https://www.youtube.com/watch?v=u-VmW8BiiV0
2015,Airplane,iKON,3,False,False,False,True,ikon - airplane [eng/rom/han] picture + color coded hd,jenirus,https://www.youtube.com/watch?v=QqnRZAk2UjE
2015,오늘 모해 (#WYD),iKON,4,False,False,False,True,ikon [아이콘] - #wyd [오늘 모해] (color coded lyrics | han/rom/eng),jennie,https://www.youtube.com/watch?v=tTeHyEGL-m4
2015,My Type (취향저격),iKON,2,False,False,False,True,ikon - my type (취향저격) (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=VB6-VYoBMEM
2015,덤앤더머,iKON,4,False,False,False,True,ikon - dumb & dumber (덤앤더머) (color coded han|rom|eng lyrics) | by yankat,yankat,https://www.youtube.com/watch?v=qEEOXQj7TNo
2015,Turn Off The Lights,Fiestar,1,False,False,False,True,fiestar (피에스타) - turn off the lights (color coded - han|rom|eng lyrics),kula lyrics,https://www.youtube.com/watch?v=RDyZUW3POAs
2015,Today,Fiestar,0,False,False,False,True,[color coded/han/eng/rom] fiestar - today,fyeahkpopsongs,https://www.youtube.com/watch?v=XRP90aJEU20
2015,One,여자친구,1,False,False,False,True,gfriend - one [eng/rom/han] picture + color coded hd,jenirus,https://www.youtube.com/watch?v=UtxJacnDVvw
2015,Back and Forth,Fiestar,0,True,False,False,True,back and forth-fiestar 【official audio】,小王子韩国,https://www.youtube.com/watch?v=XYxIfGLCXHI
2015,Happy New Year,UNIQ,0,False,False,True,True,uniq - happy new year,유니크uniq,https://www.youtube.com/watch?v=ewTINtAZCTc
2015,오늘부터 우리는 (Me Gustas Tu),여자친구,2,False,False,False,True,g-friend (여자친구) - me gustas tu (오늘부터 우리는) (color coded han|rom|eng lyrics) | by yankat,yankat,https://www.youtube.com/watch?v=qzSpqKWkICE
2015,My Buddy,여자친구,2,False,False,False,True,gfriend - my buddy (기억해) [eng/rom/han] picture + color coded hd,jenirus,https://www.youtube.com/watch?v=m04w6JdCC9Q
2015,EOEO,UNIQ,2,False,False,False,True,uniq (유니크) - eoeo (color coded han|rom|eng lyrics),yankat,https://www.youtube.com/watch?v=kITnnitWCdc
2015,Under The Sky,여자친구,1,False,False,False,True,gfriend – under the sky (하늘 아래서) [eng/rom/han] picture + color coded hd,jenirus,https://www.youtube.com/watch?v=x8-r3WvX8ko
2015,Ghost,History,1,False,False,True,True,ghost,history official channel,https://www.youtube.com/watch?v=0_I-8bp766M
