title,length,track_artist,release_title,release_artist,release_group_type,country,release_date,label,query_artist,year
우리,238000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,,g.o.d,2002
유죄,206000.0,G.O.D,The 7th Chapter: Into the Sky,,,KR,2005-10-20,,g.o.d,2005
이렇게 또,57000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,,g.o.d,2002
익숙한 낯선 사람,221000.0,G.O.D,Chapter 6,,,KR,2004-12-09,,g.o.d,2004
자유,217000.0,G.O.D,Chapter 6,,,KR,2004-12-09,,g.o.d,2004
작은 남자들과 함께,203000.0,G.O.D,Chapter 1,,,KR,1998-12-15,,g.o.d,1998
장미의 전쟁,196180.0,G.O.D,Chapter 3,,,KR,2000-11-03,,g.o.d,2000
절대 안돼,247000.0,"G.O.D, 김진표",Chapter 6,,,KR,2004-12-09,,g.o.d,2004
지금 만나러 갈게,254000.0,G.O.D,브람스를 좋아하세요? OST,,,KR,2020-10-19,,g.o.d,2020
촛불 하나,210469.0,G.O.D,Chapter 3,,,KR,2000-11-03,,g.o.d,2000
파리,76356.0,G.O.D,Chapter 3,,,KR,2000-11-03,,g.o.d,2000
편지,251000.0,G.O.D,Chapter 5: Letter,,,KR,2002-12-27,,g.o.d,2002
하늘 속으로,244000.0,G.O.D,The 7th Chapter: Into the Sky,,,KR,2005-10-20,,g.o.d,2005
하늘색 풍선,213864.0,G.O.D,Chapter 3,,,KR,2000-11-03,,g.o.d,2000
한구석에,315000.0,G.O.D,Chapter 6,,,KR,2004-12-09,,g.o.d,2004
헤어지지 말자,261000.0,G.O.D,Chapter 6,,,KR,2004-12-09,,g.o.d,2004
헤어짐보다 아픈 그리움,241000.0,G.O.D,Chapter 6,,,KR,2004-12-09,,g.o.d,2004
2002,158000.0,YOOHYEON,2002,,,XW,2019-08-22,,YOOHYEON,2019
22,,YOOHYEON,Dystopia: Seven Spirits Live Band Set,,,XW,2020-11-07,,YOOHYEON,2020
Baby Don't Stop,,"YOOHYEON, DAMI",Crossroads: Part 2. Dystopia Concert,,,XW,2021-03-27,,YOOHYEON,2021
Be Natural,,"YOOHYEON, GAHYEON",Into the Night & Dystopia Concert,,,XW,2020-07-04,,YOOHYEON,2020
For,224973.0,YOOHYEON,[Apocalypse : Save us],,,KR,2022-04-12,,YOOHYEON,2022
Mood,145000.0,"YOOHYEON, DAMI",Mood,,,XW,2021-04-23,,YOOHYEON,2021
On the Ground,,YOOHYEON,Halloween Midnight Circus,,,KR,2021-10-30,,YOOHYEON,2021
Palette,197000.0,"YOOHYEON, DAMI",팔레트,,,XW,2021-12-31,,YOOHYEON,2021
Perfect,169000.0,YOOHYEON,Perfect,,,XW,2020-02-29,,YOOHYEON,2020
Secret Love Song,220000.0,YOOHYEON,Secret Love Song,,,XW,2017-09-12,,YOOHYEON,2017
Touch,178000.0,YOOHYEON,Touch,,,XW,2021-08-26,,YOOHYEON,2021
안 된다는 게 아냐 이젠 너무 늦었단 말야,237000.0,YOOHYEON,안 된다는 게 아냐 이젠 너무 늦었단 말야,,,XW,2020-03-15,,YOOHYEON,2020
A Big Hit!,207040.0,강대성,A Big Hit!,,,AF,2009-01-29,,강대성,2009
Anymore,235000.0,강대성,D-Day,,,JP,2017-03-28,,강대성,2017
D-Day,232000.0,강대성,D-Day,,,JP,2017-03-28,,강대성,2017
Dear Friends,396000.0,강대성,でぃらいと 2,,,JP,2017-12-20,,강대성,2017
Dress,308000.0,강대성,D'slove,,,JP,2014-07-16,,강대성,2014
Hello,289000.0,강대성,D'scover,,,JP,2013-02-27,,강대성,2013
I LOVE YOU,263000.0,강대성,I LOVE YOU,,,JP,2013-07-31,,강대성,2013
Intro (君へ),143000.0,강대성,D-Day,,,JP,2017-03-28,,강대성,2017
LOOK AT ME GWISOON,261000.0,강대성,BIGBANG10 THE CONCERT 0.TO.10 IN SEOUL,,,,2017-02-08,,강대성,2017
Lunatic,181000.0,강대성,"What's Up OST, Part 1",,,KR,2011-12-03,,강대성,2011
Rainy Rainy,300000.0,강대성,Rainy Rainy,,,JP,2014-06-11,,강대성,2014
SHUT UP,210800.0,강대성,D'slove,,,JP,2014-07-16,,강대성,2014
The sign,236000.0,강대성,D-Day,,,JP,2017-03-28,,강대성,2017
VENUS,240000.0,강대성,D-Day,,,JP,2017-03-28,,강대성,2017
When You Go To Na‐Seong,188775.0,강대성,Unexpected Business Season 3 “Los Angeles”: When You Go To Na‐Seong (Original Television Soundtrack),,,XW,2023-12-07,,강대성,2023
WINGS,223000.0,강대성,Alive,,,US,2012-02-29,,강대성,2012
あ・ぜ・ちょ!,250000.0,강대성,でぃらいと 2,,,JP,2017-12-20,,강대성,2017
じょいふる,226000.0,강대성,D'scover,,,JP,2013-02-27,,강대성,2013
そばにいてよ,245000.0,강대성,でぃらいと 2,,,JP,2017-12-20,,강대성,2017
どうにもとまらない,183546.0,강대성,でぃらいと,,,AL,2014-10-29,,강대성,2014
また逢う日まで,264000.0,강대성,でぃらいと 2,,,JP,2017-12-20,,강대성,2017
やさしさで溢れるように,299000.0,강대성,D'scover,,,JP,2013-02-27,,강대성,2013
アイ,350000.0,강대성,D'scover,,,JP,2013-02-27,,강대성,2013
ウソボンダ (TRY SMILING),,강대성,I LOVE YOU,,,JP,2013-07-31,,강대성,2013
トさんのオフの過ごし方 In 北海道 ～冬～,,강대성,D'slove,,,JP,2014-07-16,,강대성,2014
"ナルバキスン (Look at Me, Gwisun)",170787.0,강대성,Rainy Rainy,,,JP,2014-06-11,,강대성,2014
ハルカゼメロディ,258000.0,강대성,D-Day,,,JP,2017-03-28,,강대성,2017
世界が終わっても,233000.0,강대성,D'slove,,,JP,2014-07-16,,강대성,2014
二人? 一人!!,231000.0,강대성,D'slove,,,JP,2014-07-16,,강대성,2014
今夜はブギー・バック nice vocal,268000.0,"강대성, VERBAL",D'scover,,,JP,2013-02-27,,강대성,2013
全力少年,243000.0,강대성,D'scover,,,JP,2013-02-27,,강대성,2013
古い日記,168053.0,강대성,でぃらいと,,,AL,2014-10-29,,강대성,2014
夢の蕾,326000.0,강대성,D'scover,,,JP,2013-02-27,,강대성,2013
想い募って,229000.0,강대성,D'slove,,,JP,2014-07-16,,강대성,2014
歌うたいのバラッド,360000.0,강대성,D'scover,,,JP,2013-02-27,,강대성,2013
笑顔の行方,229413.0,강대성,笑顔の行方,,,XW,2017-07-07,,강대성,2017
近未来,231000.0,강대성,D-Day,,,JP,2017-03-28,,강대성,2017
逢いたくていま,361000.0,강대성,D'scover,,,JP,2013-02-27,,강대성,2013
違う、そうじゃない,250000.0,강대성,でぃらいと 2,,,JP,2017-12-20,,강대성,2017
醒めて、眠れ,211000.0,강대성,Rainy Rainy,,,JP,2014-06-11,,강대성,2014
陽のあたる坂道,279000.0,강대성,D'scover,,,JP,2013-02-27,,강대성,2013
"날 봐, 귀순",166585.0,강대성,"Look At Me, Gwisun",,,AF,2008-06-16,,강대성,2008
날개,223000.0,강대성,Alive,,,XW,2012-02-29,,강대성,2012
대박이야!,,강대성,대박이야!,,,KR,2009-01-29,,강대성,2009
솜사탕,224400.0,강대성,Cotton Candy,,,AF,2010-01-26,,강대성,2010
웃어본다,252160.0,강대성,B I G B A N G 03,,,KR,2006-11-20,,강대성,2006
160 (ft. Lee Soo-geun),139000.0,은지원,PLATONIC,,,XW,2009-12-10,,은지원,2009
3판 2승,195000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
8t. Truck,199000.0,은지원,The 2nd Round,,,XW,2005-02-23,,은지원,2005
A Skit,35000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
B Skit,30000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
Baby Baby,204000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
Battle Field,234600.0,은지원,G Pop,,,XW,2001-03-03,,은지원,2001
Blooming........,258493.0,은지원,G Pop,,,XW,2001-03-03,,은지원,2001
C Skit,30000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
Cheese,232666.0,은지원,G Pop,,,XW,2001-03-03,,은지원,2001
D Skit,67000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
Delay,249666.0,은지원,G Pop,,,XW,2001-03-03,,은지원,2001
Dirty Seoul,53000.0,은지원,The 2nd Round,,,XW,2005-02-23,,은지원,2005
Everything (ft. Gilme),205000.0,은지원,PLATONIC,,,XW,2009-12-10,,은지원,2009
Excuse (ft. Jeremi),194000.0,은지원,TRAUMA,,,XW,2015-06-28,,은지원,2015
Favorite,209000.0,은지원,PLATONIC,,,XW,2009-12-10,,은지원,2009
G Love,239000.0,은지원,The 2nd Round,,,XW,2005-02-23,,은지원,2005
GET READY,213000.0,은지원,G1,,,,2019-06-27,,은지원,2019
Gotta Go (ft. Gary & Double K),202000.0,은지원,The 2nd Round,,,XW,2005-02-23,,은지원,2005
Happy,217026.0,은지원,G Pop,,,XW,2001-03-03,,은지원,2001
HATE,239000.0,은지원,G1,,,,2019-06-27,,은지원,2019
He Say She Say,426000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
High High,199000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
HOOLIGAN,191000.0,"은지원, MINO, WINNER",G1,,,,2019-06-27,,은지원,2019
HOW WE DO,186000.0,은지원,G1,,,,2019-06-27,,은지원,2019
I'M ON FIRE,213000.0,"은지원, Blue.D",G1,,,,2019-06-27,,은지원,2019
I-Go,210000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
Intro,6000.0,은지원,The 2nd Round,,,XW,2005-02-23,,은지원,2005
Love론 (Love Theory) (ft. Lee Hyori),227000.0,은지원,The 2nd Round,,,XW,2005-02-23,,은지원,2005
Maybe (Remember Me),281946.0,은지원,G Pop,,,XW,2001-03-03,,은지원,2001
MUR MUR,272226.0,은지원,Star Box 4 2002,,,KR,2002-02-05,,은지원,2002
Murmur,207693.0,은지원,G Pop,,,XW,2001-03-03,,은지원,2001
One (ft. Dynamic Duo),229000.0,은지원,The 2nd Round,,,XW,2005-02-23,,은지원,2005
"One, Two, Three",241880.0,은지원,G Pop,,,XW,2001-03-03,,은지원,2001
Out Of Control (ft. 놀부 Of Fresh Boyz),192000.0,은지원,PLATONIC,,,XW,2009-12-10,,은지원,2009
Platonic,243000.0,은지원,PLATONIC,,,XW,2009-12-10,,은지원,2009
"Reload (ft. Tyfoon, Gan-D & Juvie Train)",212000.0,은지원,The 2nd Round,,,XW,2005-02-23,,은지원,2005
SAME,204000.0,은지원,G1,,,,2019-06-27,,은지원,2019
SEXY,195000.0,은지원,G1,,,,2019-06-27,,은지원,2019
Skit,24000.0,은지원,The 2nd Round,,,XW,2005-02-23,,은지원,2005
Sluse (ft. Tyfoon),205000.0,은지원,The 2nd Round,,,XW,2005-02-23,,은지원,2005
So Gone (ft. T),215000.0,은지원,The 2nd Round,,,XW,2005-02-23,,은지원,2005
Soulmate (ft. Gilme),184000.0,은지원,TRAUMA,,,XW,2015-06-28,,은지원,2015
TIPSY,195000.0,은지원,G1,,,,2019-06-27,,은지원,2019
Trauma (ft. Jeremi),209000.0,은지원,TRAUMA,,,XW,2015-06-28,,은지원,2015
U & Me,226506.0,은지원,G Pop,,,XW,2001-03-03,,은지원,2001
What U Are (ft. Gilme),207000.0,은지원,TRAUMA,,,XW,2015-06-28,,은지원,2015
WORTHLESS,209000.0,은지원,G1,,,,2019-06-27,,은지원,2019
개꿈,226000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
나의 세개 (My Three Things),215000.0,은지원,The 2nd Round,,,XW,2005-02-23,,은지원,2005
만취 in melody,229000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
매듭,216186.0,은지원,G Pop,,,XW,2001-03-03,,은지원,2001
문득,218000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
물음표 (Question Mark),271000.0,은지원,The 2nd Round,,,XW,2005-02-23,,은지원,2005
미카사로,202000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
보물찾기 (Treasure Hunt) (ft. Bobby Kim),218000.0,은지원,The 2nd Round,,,XW,2005-02-23,,은지원,2005
설레임 (Flutter),248000.0,은지원,PLATONIC,,,XW,2009-12-10,,은지원,2009
수수께끼,188000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
싸이렌 (Siren),209000.0,은지원,PLATONIC,,,XW,2009-12-10,,은지원,2009
아름다운 시절,233840.0,은지원,G Pop,,,XW,2001-03-03,,은지원,2001
어기야 디야 (한배를 타고),214000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
올빼미 (All Famy),222000.0,은지원,The 2nd Round,,,XW,2005-02-23,,은지원,2005
이제,267026.0,은지원,G Pop,,,XW,2001-03-03,,은지원,2001
조금만 천천히,223000.0,은지원,만취 in HipHop,,,,2003-09-05,,은지원,2003
처음처럼만 (I Am the First),186000.0,은지원,PLATONIC,,,XW,2009-12-10,,은지원,2009
BAD HOBBY,131013.0,YENA,HATE XX,,,XW,2023-06-27,,YENA,2023
Before Anyone Else,207000.0,YENA,ˣ‿ˣ (SMiLEY),,,XW,2022-01-17,,YENA,2022
Damn U,165040.0,YENA,GOOD MORNING,,,XW,2024-01-15,,YENA,2024
DNA,196480.0,YENA,DNA,,,XW,2024-02-07,,YENA,2024
Good Girls in the Dark,192280.0,YENA,GOOD MORNING,,,XW,2024-01-15,,YENA,2024
Good Morning,184493.0,YENA,GOOD MORNING,,,XW,2024-01-15,,YENA,2024
Hate Rodrigo,181013.0,"YENA, YUQI",HATE XX,,,XW,2023-06-27,,YENA,2023
Intro; Love is over,92000.0,YENA,Love War,,,XW,2023-01-16,,YENA,2023
Lemon-Aid,160000.0,YENA,SMARTPHONE,,,XW,2022-08-03,,YENA,2022
Love War,188000.0,"YENA, BE’O",Love War,,,XW,2023-01-16,,YENA,2023
Lxxk 2 U,182000.0,YENA,ˣ‿ˣ (SMiLEY),,,XW,2022-01-17,,YENA,2022
Make U Smile,251000.0,YENA,SMARTPHONE,,,XW,2022-08-03,,YENA,2022
PRETTY BOYS,206000.0,YENA,ˣ‿ˣ (SMiLEY),,,XW,2022-01-17,,YENA,2022
SMARTPHONE,198000.0,YENA,SMARTPHONE,,,XW,2022-08-03,,YENA,2022
SMILEY,173000.0,"YENA, BIBI",ˣ‿ˣ (SMiLEY),,,XW,2022-01-17,,YENA,2022
The Ugly Duckling,214373.0,YENA,GOOD MORNING,,,XW,2024-01-15,,YENA,2024
U,205000.0,YENA,SMARTPHONE,,,XW,2022-08-03,,YENA,2022
VACAY,226000.0,YENA,ˣ‿ˣ (SMiLEY),,,XW,2022-01-17,,YENA,2022
Wash Away,233000.0,YENA,Love War,,,XW,2023-01-16,,YENA,2023
WICKED LOVE,166560.0,YENA,HATE XX,,,XW,2023-06-27,,YENA,2023
99%,185000.0,CNBLUE,WANTED,,,XW,2021-10-20,,CNBLUE,2021
a.ri.ga.tou.,326000.0,CNBLUE,ThankU,,,JP,2010-03-20,,CNBLUE,2010
Angel,205000.0,CNBLUE,WAVE,,,JP,2014-09-17,,CNBLUE,2014
Be my love,229000.0,CNBLUE,Puzzle,,,JP,2016-05-11,,CNBLUE,2016
Be OK,222000.0,CNBLUE,EUPHORIA,,,JP,2016-10-19,,CNBLUE,2016
Black Flower,175000.0,CNBLUE,BLUE LOVE,,,KR,2010-05-04,,CNBLUE,2010
Blessed,283000.0,CNBLUE,EUPHORIA,,,JP,2016-10-19,,CNBLUE,2016
Blind Love,243000.0,CNBLUE,Blind Love,,,JP,2013-04-24,,CNBLUE,2013
Blue Sky,256000.0,CNBLUE,CODE NAME BLUE,,,JP,2012-08-29,,CNBLUE,2012
Blue Stars,213960.0,CNBLUE,RE-CODE,,,KR,2020-11-17,,CNBLUE,2020
BOOK,282240.0,CNBLUE,Stay Gold,,,,2017-10-18,,CNBLUE,2017
Butterfly,239066.0,CNBLUE,Stay Gold,,,,2017-10-18,,CNBLUE,2017
Can't Stop,237000.0,CNBLUE,Can't Stop,,,KR,2014-02-24,,CNBLUE,2014
CAPTIVATE,166453.0,CNBLUE,Stay Gold,,,,2017-10-18,,CNBLUE,2017
Catch Me,193000.0,CNBLUE,2gether,,,KR,2015-09-14,,CNBLUE,2015
CHANGE,195000.0,CNBLUE,What turns you on?,,,JP,2013-08-28,,CNBLUE,2013
Clap your hands,210188.0,CNBLUE,ZOOM,,,XW,2021-06-23,,CNBLUE,2021
Coffee shop,208368.0,CNBLUE,Re:BLUE,,,KR,2013-01-14,,CNBLUE,2013
Come on,211000.0,CNBLUE,Come on,,,JP,2012-08-01,,CNBLUE,2012
Control,193000.0,CNBLUE,Go your way,,,JP,2014-08-20,,CNBLUE,2014
Coward,210000.0,CNBLUE,392,,,JP,2011-09-01,,CNBLUE,2011
Crying Out,227000.0,CNBLUE,What turns you on?,,,JP,2013-08-28,,CNBLUE,2013
Daisy,283000.0,CNBLUE,colors,,,JP,2015-09-30,,CNBLUE,2015
Dance Dance Dance,174573.0,CNBLUE,PLEASURES,,,,2023-10-25,,CNBLUE,2023
Diamond Girl,186000.0,CNBLUE,Can't Stop,,,KR,2014-02-24,,CNBLUE,2014
Domino,207000.0,"CNBLUE, Whee In",2gether,,,KR,2015-09-14,,CNBLUE,2015
Don't Care,205000.0,CNBLUE,Lady,,,JP,2013-07-31,,CNBLUE,2013
Don't say good bye,266000.0,CNBLUE,RE-MAINTENANCE,,,JP,2011-01-09,,CNBLUE,2011
Dream boy,179121.0,CNBLUE,EAR FUN,,,XW,2012-03-16,,CNBLUE,2012
Drunken Night,188000.0,CNBLUE,2gether,,,KR,2015-09-14,,CNBLUE,2015
DVD SPECIAL FEATURE,1200000.0,CNBLUE,EAR FUN,,,KR,2012-03-26,,CNBLUE,2012
Every time,195000.0,CNBLUE,EUPHORIA,,,JP,2016-10-19,,CNBLUE,2016
Face to face,237000.0,CNBLUE,EUPHORIA,,,JP,2016-10-19,,CNBLUE,2016
Feel Good,196000.0,CNBLUE,GALAXY Music,,,KR,2013-08-23,,CNBLUE,2013
feeling,214000.0,CNBLUE,Where you are,,,JP,2012-02-01,,CNBLUE,2012
Foxy,193000.0,CNBLUE,WAVE,,,JP,2014-09-17,,CNBLUE,2014
Friday,149000.0,CNBLUE,Friday,,,KR,2012-07-31,,CNBLUE,2012
Get Away,210000.0,CNBLUE,Where you are,,,JP,2012-02-01,,CNBLUE,2012
Glory days,270000.0,CNBLUE,EUPHORIA,,,JP,2016-10-19,,CNBLUE,2016
Go your way,199000.0,CNBLUE,Go your way,,,JP,2014-08-20,,CNBLUE,2014
Greedy Man,205000.0,CNBLUE,Blind Love,,,JP,2013-04-24,,CNBLUE,2013
Have a good night,212000.0,CNBLUE,CODE NAME BLUE,,,JP,2012-08-29,,CNBLUE,2012
HEART song,213000.0,CNBLUE,Truth,,,JP,2014-04-23,,CNBLUE,2014
Hero,234000.0,CNBLUE,2gether,,,KR,2015-09-14,,CNBLUE,2015
Hey You,237000.0,CNBLUE,EAR FUN,,,XW,2012-03-16,,CNBLUE,2012
hold me,212000.0,CNBLUE,colors,,,JP,2015-09-30,,CNBLUE,2015
Hold My Hand,235000.0,CNBLUE,2gether,,,KR,2015-09-14,,CNBLUE,2015
holiday,155000.0,CNBLUE,colors,,,JP,2015-09-30,,CNBLUE,2015
How awesome,212000.0,CNBLUE,WAVE,,,JP,2014-09-17,,CNBLUE,2014
How you feel,259411.0,CNBLUE,ZOOM,,,XW,2021-06-23,,CNBLUE,2021
I can't believe,199000.0,CNBLUE,What turns you on?,,,JP,2013-08-28,,CNBLUE,2013
I don't know why,224000.0,CNBLUE,First Step,,,US,2011-03-21,,CNBLUE,2011
I'm sorry,230424.0,CNBLUE,Re:BLUE,,,KR,2013-01-14,,CNBLUE,2013
Illusion,263000.0,CNBLUE,392,,,JP,2011-09-01,,CNBLUE,2011
In My Head,254000.0,CNBLUE,In My Head,,,JP,2011-10-19,,CNBLUE,2011
Intro,94000.0,CNBLUE,ThankU,,,JP,2010-03-20,,CNBLUE,2010
IRONY,226000.0,CNBLUE,WHITE,,,JP,2015-04-08,,CNBLUE,2015
It's You,212000.0,CNBLUE,7°CN,,,XW,2017-03-20,,CNBLUE,2017
Just Please,199000.0,CNBLUE,Now or Never,,,JP,2009-08-19,,CNBLUE,2009
kimio,215000.0,CNBLUE,RE-MAINTENANCE,,,JP,2011-01-09,,CNBLUE,2011
Lady,199000.0,CNBLUE,Lady,,,JP,2013-07-31,,CNBLUE,2013
LET IT SHINE,161513.0,CNBLUE,LET IT SHINE,,,,2022-09-09,,CNBLUE,2022
Let me know,212000.0,CNBLUE,What turns you on?,,,JP,2013-08-28,,CNBLUE,2013
Let's Go Crazy,239000.0,CNBLUE,Now or Never,,,JP,2009-08-19,,CNBLUE,2009
Lie,228000.0,CNBLUE,First Step,,,US,2011-03-21,,CNBLUE,2011
lonely night,202000.0,CNBLUE,WAVE,,,JP,2014-09-17,,CNBLUE,2014
LOVE,228000.0,CNBLUE,BLUE LOVE,,,KR,2010-05-04,,CNBLUE,2010
Lucid dream,240000.0,CNBLUE,colors,,,JP,2015-09-30,,CNBLUE,2015
Magic,213480.0,CNBLUE,PLEASURES,,,,2023-10-25,,CNBLUE,2023
Man in front of the Mirror,221000.0,CNBLUE,392,,,JP,2011-09-01,,CNBLUE,2011
Mirror,230773.0,CNBLUE,Stay Gold,,,,2017-10-18,,CNBLUE,2017
Monday,201000.0,CNBLUE,Lady,,,JP,2013-07-31,,CNBLUE,2013
Monster,228000.0,CNBLUE,Go your way,,,JP,2014-08-20,,CNBLUE,2014
MOON,239829.0,CNBLUE,LET IT SHINE,,,,2022-10-19,,CNBLUE,2022
Mr.KIA (Know It All),212000.0,CNBLUE,In My Head,,,JP,2011-10-19,,CNBLUE,2011
My miracle,238000.0,CNBLUE,Come on,,,JP,2012-08-01,,CNBLUE,2012
My world,267000.0,CNBLUE,colors,,,JP,2015-09-30,,CNBLUE,2015
Never too late,248000.0,CNBLUE,VOICE,,,JP,2009-11-25,,CNBLUE,2009
No more,221000.0,CNBLUE,CODE NAME BLUE,,,JP,2012-08-29,,CNBLUE,2012
Now or Never,221000.0,CNBLUE,Now or Never,,,JP,2009-08-19,,CNBLUE,2009
One More Time,192000.0,CNBLUE,What turns you on?,,,JP,2013-08-28,,CNBLUE,2013
One of a kind,243000.0,CNBLUE,VOICE,,,JP,2009-11-25,,CNBLUE,2009
one time,228000.0,CNBLUE,First Step,,,US,2011-03-21,,CNBLUE,2011
Only Beauty,260666.0,CNBLUE,Stay Gold,,,,2017-10-18,,CNBLUE,2017
Paradise,236000.0,CNBLUE,WAVE,,,JP,2014-09-17,,CNBLUE,2014
part2 ~Ready N Go~,205000.0,CNBLUE,The Way,,,JP,2010-06-23,,CNBLUE,2010
part3 ~eclipse~,300000.0,CNBLUE,The Way,,,JP,2010-06-23,,CNBLUE,2010
Puzzle,215000.0,CNBLUE,Puzzle,,,JP,2016-05-11,,CNBLUE,2016
Radio,253000.0,CNBLUE,WAVE,,,JP,2014-09-17,,CNBLUE,2014
Rain of Blessing,253000.0,CNBLUE,In My Head,,,JP,2011-10-19,,CNBLUE,2011
Ready N Go,204000.0,CNBLUE,First Step,,,US,2011-03-21,,CNBLUE,2011
realize,272000.0,CNBLUE,colors,,,JP,2015-09-30,,CNBLUE,2015
ring,237000.0,CNBLUE,Robot,,,JP,2012-12-19,,CNBLUE,2012
Robot,198000.0,CNBLUE,Robot,,,JP,2012-12-19,,CNBLUE,2012
Rock n' Roll,198922.0,CNBLUE,EAR FUN,,,XW,2012-03-16,,CNBLUE,2012
Royal Rumble,311000.0,CNBLUE,EUPHORIA,,,JP,2016-10-19,,CNBLUE,2016
Run,196000.0,CNBLUE,EAR FUN,,,XW,2012-03-16,,CNBLUE,2012
Ryu Can Do It,229000.0,CNBLUE,Ryu Can Do It,,,KR,2014-05-28,,CNBLUE,2014
Seeds,214853.0,CNBLUE,Stay Gold,,,,2017-10-18,,CNBLUE,2017
SHAKE,175893.0,CNBLUE,Stay Gold,,,,2017-10-18,,CNBLUE,2017
Slaves,182000.0,CNBLUE,EUPHORIA,,,JP,2016-10-19,,CNBLUE,2016
Someone Else,245093.0,CNBLUE,Stay Gold,,,,2017-10-18,,CNBLUE,2017
Starlit Night,327000.0,CNBLUE,Robot,,,JP,2012-12-19,,CNBLUE,2012
Starting Over,214360.0,CNBLUE,Stay Gold,,,,2017-10-18,,CNBLUE,2017
STAY SOBER,234000.0,CNBLUE,WHITE,,,JP,2015-04-08,,CNBLUE,2015
Stay with me,227000.0,CNBLUE,EUPHORIA,,,JP,2016-10-19,,CNBLUE,2016
Still,253000.0,CNBLUE,Truth,,,JP,2014-04-23,,CNBLUE,2014
Supernova,209000.0,CNBLUE,colors,,,JP,2015-09-30,,CNBLUE,2015
Synchronize,239586.0,CNBLUE,Synchronize,,,,2023-10-03,,CNBLUE,2023
Take me higher,243000.0,CNBLUE,Puzzle,,,JP,2016-05-11,,CNBLUE,2016
Tattoo,222000.0,CNBLUE,BLUE LOVE,,,KR,2010-05-04,,CNBLUE,2010
Teardrops in the Rain,284000.0,CNBLUE,Now or Never,,,JP,2009-08-19,,CNBLUE,2009
THE SEASONS,229000.0,CNBLUE,BLUEMING,,,KR,2016-04-04,,CNBLUE,2016
These days,273000.0,CNBLUE,CODE NAME BLUE,,,JP,2012-08-29,,CNBLUE,2012
This is,218413.0,CNBLUE,Stay Gold,,,,2017-10-18,,CNBLUE,2017
Time Capsule,190000.0,CNBLUE,WANTED,,,XW,2021-10-20,,CNBLUE,2021
Time is over,227000.0,CNBLUE,CODE NAME BLUE,,,JP,2012-08-29,,CNBLUE,2012
TRIGGER,167507.0,CNBLUE,LET IT SHINE,,,,2022-10-19,,CNBLUE,2022
Truth,219000.0,CNBLUE,Truth,,,JP,2014-04-23,,CNBLUE,2014
"Try again, Smile again",236000.0,CNBLUE,RE-MAINTENANCE,,,JP,2011-01-09,,CNBLUE,2011
voice,244000.0,CNBLUE,VOICE,,,JP,2009-11-25,,CNBLUE,2009
Wake up,179000.0,CNBLUE,Come on,,,JP,2012-08-01,,CNBLUE,2012
Wanna Be Like U,218000.0,CNBLUE,VOICE,,,JP,2009-11-25,,CNBLUE,2009
What do you feel,269026.0,CNBLUE,PLEASURES,,,,2023-10-25,,CNBLUE,2023
When I Was Young,202000.0,CNBLUE,7°CN,,,XW,2017-03-20,,CNBLUE,2017
Where you are,223000.0,CNBLUE,Where you are,,,JP,2012-02-01,,CNBLUE,2012
WHITE,236000.0,CNBLUE,WHITE,,,JP,2015-04-08,,CNBLUE,2015
With me,246000.0,CNBLUE,CODE NAME BLUE,,,JP,2012-08-29,,CNBLUE,2012
With your eyes,208000.0,CNBLUE,Blind Love,,,JP,2013-04-24,,CNBLUE,2013
WITHOUT YOU,256000.0,CNBLUE,BLUEMING,,,KR,2016-04-04,,CNBLUE,2016
"Y, Why...",225000.0,CNBLUE,Bluetory,,,KR,2010-01-14,,CNBLUE,2010
"Y,Why",228000.0,CNBLUE,VOICE,,,JP,2009-11-25,,CNBLUE,2009
YOUNG FOREVER,240000.0,CNBLUE,BLUEMING,,,KR,2016-04-04,,CNBLUE,2016
ZOOM,217750.0,CNBLUE,ZOOM,,,XW,2021-06-23,,CNBLUE,2021
고마워요,323000.0,CNBLUE,First Step,,,US,2011-03-21,,CNBLUE,2011
"과거 현재 미래 (Then, Now and Forever)",230000.0,CNBLUE,RE-CODE,,,KR,2020-11-17,,CNBLUE,2020
그래요,215000.0,CNBLUE,FIRST STEP +1 THANK YOU,,,KR,2011-04-26,,CNBLUE,2011
그럴 겁니다... 잊을 겁니다...,286000.0,CNBLUE,Bluetory,,,KR,2010-01-14,,CNBLUE,2010
